,Workload,ReplacementPolicy,IPC,LLC_Load_Access,LLC_Load_Hit,LLC_Load_Miss,LLC_Load_MPKI,LLC_Miss_Latency,L2C_Load_Access,L2C_Load_Hit,L2C_Load_Miss,L2C_Load_MPKI,L2C_Miss_Latency,L1D_Load_Access,L1D_Load_Hit,L1D_Load_Miss,L1D_Load_MPKI,L1D_Miss_Latency
47,bfs-8,dummy_hits_15_30,0.321387,822143.0,49317.0,772826.0,15.45652,166.94,1016223.0,194080.0,822143.0,16.44286,178.92,5952377.0,4936168.0,1016209.0,20.32418,157.497
48,cc-13,dummy_hits_15_30,0.300701,2616248.0,2141810.0,474438.0,9.48876,140.111,3755382.0,1139133.0,2616249.0,52.32498,49.231,10406272.0,6650890.0,3755382.0,75.10764,45.4851
49,cc-14,dummy_hits_15_30,0.344522,2553978.0,2088593.0,465385.0,9.3077,142.005,3656834.0,1102856.0,2553978.0,51.07956,49.7387,10093800.0,6436966.0,3656834.0,73.13668,45.9963
50,cc-5,dummy_hits_15_30,0.383121,2514024.0,2058946.0,455078.0,9.10156,142.394,3601126.0,1087101.0,2514025.0,50.2805,49.7205,9856747.0,6255621.0,3601126.0,72.02252,45.9955
51,cc-6,dummy_hits_15_30,0.279342,2784976.0,2284720.0,500256.0,10.00512,140.577,3999351.0,1214375.0,2784976.0,55.69952,48.9487,10627693.0,6628341.0,3999352.0,79.98704,45.2926
52,pr-10,dummy_hits_15_30,0.115628,6542412.0,5486513.0,1055899.0,21.11798,142.986,9098092.0,2555680.0,6542412.0,130.84824,44.0745,17250575.0,8152483.0,9098092.0,181.96184,42.6658
53,pr-14,dummy_hits_15_30,0.115373,6495847.0,5436367.0,1059480.0,21.1896,143.522,9103190.0,2607343.0,6495847.0,129.91694,44.4061,17242729.0,8139538.0,9103191.0,182.06382,42.6611
54,pr-3,dummy_hits_15_30,0.115994,6499471.0,5446805.0,1052666.0,21.05332,142.755,9079439.0,2579968.0,6499471.0,129.98942,44.1184,17243449.0,8164010.0,9079439.0,181.58878,42.5573
55,pr-5,dummy_hits_15_30,0.115966,6485307.0,5431716.0,1053591.0,21.07182,142.892,9065128.0,2579821.0,6485307.0,129.70614,44.2118,17238376.0,8173248.0,9065128.0,181.30256,42.6033
56,sssp-10,dummy_hits_15_30,0.412615,1932089.0,1362117.0,569972.0,11.39944,164.502,2392301.0,460212.0,1932089.0,38.64178,80.7343,9440595.0,7048292.0,2392303.0,47.84606,73.3471
57,sssp-14,dummy_hits_15_30,0.408897,1932929.0,1358726.0,574203.0,11.48406,165.351,2384600.0,451670.0,1932930.0,38.6586,81.3611,9715817.0,7331212.0,2384605.0,47.6921,74.0449
58,sssp-3,dummy_hits_15_30,0.406529,1926508.0,1355391.0,571117.0,11.42234,164.578,2346877.0,420368.0,1926509.0,38.53018,81.5599,10974326.0,8627441.0,2346885.0,46.9377,74.9257
59,sssp-5,dummy_hits_15_30,0.410147,1924070.0,1351504.0,572566.0,11.45132,164.759,2391644.0,467572.0,1924072.0,38.48144,81.111,9436477.0,7044827.0,2391650.0,47.833,73.3682
60,bc-0,dummy_hits_20_30,0.178895,3729846.0,2128079.0,1601767.0,32.03534,184.674,4173816.0,443969.0,3729847.0,74.59694,112.298,10365909.0,6192093.0,4173816.0,83.47632,111.536
61,bc-12,dummy_hits_20_30,0.183801,3676746.0,2114226.0,1562520.0,31.2504,183.2,4171414.0,494667.0,3676747.0,73.53494,113.742,11655470.0,7484056.0,4171414.0,83.42828,111.446
62,bc-3,dummy_hits_20_30,0.196506,3624854.0,2115397.0,1509457.0,30.18914,196.214,4334811.0,709957.0,3624854.0,72.49708,110.818,9441278.0,5106467.0,4334811.0,86.69622,103.962
63,bc-5,dummy_hits_20_30,0.252372,3628485.0,2094992.0,1533493.0,30.66986,300.272,3944976.0,316471.0,3628505.0,72.5701,177.242,10044830.0,6099854.0,3944976.0,78.89952,174.443
64,bfs-10,dummy_hits_20_30,0.243481,901076.0,40325.0,860751.0,17.21502,148.457,2177689.0,1276613.0,901076.0,18.02152,163.2,9285859.0,7108171.0,2177688.0,43.55376,78.5276
65,bfs-14,dummy_hits_20_30,0.279884,835271.0,47026.0,788245.0,15.7649,142.312,1157331.0,322060.0,835271.0,16.70542,155.402,7314795.0,6157471.0,1157324.0,23.14648,122.885
66,bfs-3,dummy_hits_20_30,0.240115,902381.0,44163.0,858218.0,17.16436,147.236,1596073.0,693692.0,902381.0,18.04762,161.311,8423921.0,6827852.0,1596069.0,31.92138,102.054
67,bfs-8,dummy_hits_20_30,0.320814,822143.0,47332.0,774811.0,15.49622,167.096,1016222.0,194079.0,822143.0,16.44286,179.341,5951404.0,4935196.0,1016208.0,20.32416,157.842
68,cc-13,dummy_hits_20_30,0.255037,2616250.0,1877556.0,738694.0,14.77388,161.224,3755380.0,1139130.0,2616250.0,52.325,68.6748,10478214.0,6722834.0,3755380.0,75.1076,59.0152
69,cc-14,dummy_hits_20_30,0.293198,2553985.0,1831785.0,722200.0,14.444,165.023,3656840.0,1102855.0,2553985.0,51.0797,69.878,10178191.0,6521351.0,3656840.0,73.1368,60.0398
70,cc-5,dummy_hits_20_30,0.325642,2514024.0,1803500.0,710524.0,14.21048,166.344,3601110.0,1087085.0,2514025.0,50.2805,70.2916,9948056.0,6346946.0,3601110.0,72.0222,60.3332
71,cc-6,dummy_hits_20_30,0.23692,2784977.0,2005072.0,779905.0,15.5981,162.136,3999369.0,1214392.0,2784977.0,55.69954,68.4728,10704976.0,6705606.0,3999370.0,79.9874,58.8694
72,pr-10,dummy_hits_20_30,0.0927844,6542400.0,4826502.0,1715898.0,34.31796,158.703,9098091.0,2555691.0,6542400.0,130.848,62.6196,17300200.0,8202109.0,9098091.0,181.96182,55.9896
73,pr-14,dummy_hits_20_30,0.0929633,6495858.0,4791776.0,1704082.0,34.08164,159.051,9103191.0,2607333.0,6495858.0,129.91716,62.7208,17288627.0,8185434.0,9103193.0,182.06386,55.7193
74,pr-3,dummy_hits_20_30,0.0932759,6499469.0,4795361.0,1704108.0,34.08216,158.477,9079451.0,2579982.0,6499469.0,129.98938,62.5464,17288916.0,8209465.0,9079451.0,181.58902,55.7385
75,pr-5,dummy_hits_20_30,0.0935973,6485301.0,4792259.0,1693042.0,33.86084,158.386,9065135.0,2579834.0,6485301.0,129.70602,62.3438,17279608.0,8214473.0,9065135.0,181.3027,55.5642
76,sssp-10,dummy_hits_20_30,0.370287,1932077.0,1179301.0,752776.0,15.05552,175.638,2392287.0,460209.0,1932078.0,38.64156,97.6087,9446898.0,7054609.0,2392289.0,47.84578,86.3219
77,sssp-14,dummy_hits_20_30,0.367243,1932917.0,1174606.0,758311.0,15.16622,176.566,2384585.0,451668.0,1932917.0,38.65834,98.4039,9721685.0,7337095.0,2384590.0,47.6918,87.1943
78,sssp-3,dummy_hits_20_30,0.364114,1926493.0,1169298.0,757195.0,15.1439,175.623,2346871.0,420377.0,1926494.0,38.52988,98.6916,10979973.0,8633094.0,2346879.0,46.93758,88.2953
79,sssp-5,dummy_hits_20_30,0.36906,1924058.0,1171271.0,752787.0,15.05574,175.884,2391641.0,467582.0,1924059.0,38.48118,97.9074,9442356.0,7050709.0,2391647.0,47.83294,86.2273
